col,row,lat,long,id,noSnowMap,noSnowMapRBG,centroid_lat,centroid_long,area_points,x,y,area
317,497,47.6222381592,5.58033227921,86,2,[  0 128   0],47.728660583496094,5.7161500453948975,"{'top_right': (317, 496), 'bottom_left': (316, 497), 'bottom_right': (317, 497), 'top_left': (316, 496)}",1929737.71765,2228658.13521,487.016029959
318,497,47.8202476501,5.55752420425,87,2,[  0 128   0],47.926843643188477,5.69398033618927,"{'top_right': (318, 496), 'bottom_left': (317, 497), 'bottom_right': (318, 497), 'top_left': (317, 496)}",1929299.53047,2250755.4471,488.318016274
319,497,48.0185089111,5.53448057175,88,2,[  0 128   0],48.125282287597656,5.67158043384552,"{'top_right': (319, 496), 'bottom_left': (318, 497), 'bottom_right': (319, 497), 'top_left': (318, 496)}",1928861.39773,2272881.14284,489.612089165
320,497,48.2170257568,5.51119661331,89,2,[  0 128   0],48.323980331420898,5.6489466428756714,"{'top_right': (320, 496), 'bottom_left': (319, 497), 'bottom_right': (320, 497), 'top_left': (319, 496)}",1928423.34589,2295035.58797,490.917159401
321,497,48.4158058167,5.48766946793,90,2,[  0 128   0],48.52293586730957,5.6260755062103271,"{'top_right': (321, 496), 'bottom_left': (320, 497), 'bottom_right': (321, 497), 'top_left': (320, 496)}",1927985.38953,2317218.51109,492.217920887
294,498,43.1538085938,6.31004905701,91,1,[  0   0 139],43.255768775939941,6.4333394765853882,"{'top_right': (294, 497), 'bottom_left': (293, 498), 'bottom_right': (294, 498), 'top_left': (293, 497)}",1961206.54451,1729048.56653,456.821296342
295,498,43.3457641602,6.29301404953,92,2,[  0 128   0],43.447896957397461,6.4168322086334229,"{'top_right': (295, 497), 'bottom_left': (294, 498), 'bottom_right': (295, 498), 'top_left': (294, 497)}",1960798.4131,1750451.40868,458.144919187
296,498,43.5379905701,6.27582073212,93,2,[  0 128   0],43.640299797058105,6.4001716375350952,"{'top_right': (296, 497), 'bottom_left': (295, 498), 'bottom_right': (296, 498), 'top_left': (295, 497)}",1960390.2386,1771885.93683,459.471863854
297,498,43.7304954529,6.25846767426,94,2,[  0 128   0],43.832975387573242,6.3833556175231934,"{'top_right': (297, 497), 'bottom_left': (296, 498), 'bottom_right': (297, 498), 'top_left': (296, 497)}",1959982.01875,1793351.88767,460.795080026
298,498,43.9232673645,6.24095249176,95,2,[  0 128   0],44.025921821594238,6.3663821220397949,"{'top_right': (298, 497), 'bottom_left': (297, 498), 'bottom_right': (298, 498), 'top_left': (297, 497)}",1959573.76387,1814848.99691,462.113202476
299,498,44.1163139343,6.22327327728,96,2,[  0 128   0],44.219142913818359,6.3492487668991089,"{'top_right': (299, 497), 'bottom_left': (298, 498), 'bottom_right': (299, 498), 'top_left': (298, 497)}",1959165.48728,1836377.63672,463.441352673
300,498,44.3096351624,6.20542621613,97,2,[  0 128   0],44.412635803222656,6.3319531679153442,"{'top_right': (300, 497), 'bottom_left': (299, 498), 'bottom_right': (300, 498), 'top_left': (299, 497)}",1958757.17302,1857937.43702,464.764734708
301,498,44.5032234192,6.18741083145,98,2,[  0 128   0],44.606399536132812,6.3144930601119995,"{'top_right': (301, 497), 'bottom_left': (300, 498), 'bottom_right': (301, 498), 'top_left': (300, 497)}",1958348.82744,1879528.23868,466.085405479
302,498,44.6970863342,6.16922283173,99,2,[  0 128   0],44.800434112548828,6.2968662977218628,"{'top_right': (302, 497), 'bottom_left': (301, 498), 'bottom_right': (302, 498), 'top_left': (301, 497)}",1957940.47457,1901149.98751,467.406952282
303,498,44.8912162781,6.15086174011,100,2,[  0 128   0],44.994736671447754,6.2790704965591431,"{'top_right': (303, 497), 'bottom_left': (302, 498), 'bottom_right': (303, 498), 'top_left': (302, 497)}",1957532.10853,1922802.31176,468.722394982
304,498,45.0856132507,6.13232374191,101,2,[  0 128   0],45.189311027526855,6.2611027956008911,"{'top_right': (304, 497), 'bottom_left': (303, 498), 'bottom_right': (304, 498), 'top_left': (303, 497)}",1957123.72389,1944485.58257,470.046540094
305,498,45.2802848816,6.1136059761,102,2,[  0 128   0],45.384154319763184,6.242961049079895,"{'top_right': (305, 497), 'bottom_left': (304, 498), 'bottom_right': (305, 498), 'top_left': (304, 497)}",1956715.34118,1966199.42619,471.366694577
306,498,45.4752197266,6.09470748901,103,2,[  0 128   0],45.579262733459473,6.2246427536010742,"{'top_right': (306, 497), 'bottom_left': (305, 498), 'bottom_right': (306, 498), 'top_left': (305, 497)}",1956306.95124,1987943.36367,472.679282271
307,498,45.6704216003,6.07562398911,104,2,[  0 128   0],45.774641036987305,6.2061450481414795,"{'top_right': (307, 497), 'bottom_left': (306, 498), 'bottom_right': (307, 498), 'top_left': (306, 497)}",1955898.56587,2009717.87041,474.000648266
