timestamp,perc coverage,coverage (km+AF4-2)
2010+AC0-09+AC0-05,0.0193903065,156319.158101
2010+AC0-09+AC0-06,0.0208406645,168011.534096
2010+AC0-09+AC0-07,0.0220204473,177522.608894
2010+AC0-09+AC0-08,0.0241253726,194491.920442
2010+AC0-09+AC0-09,0.0304510475,245487.719653
2010+AC0-09+AC0-10,0.0290315109,234043.817204
2010+AC0-09+AC0-11,0.0290113784,233881.515199
2010+AC0-09+AC0-12,0.0256248288,206580.110897
2010+AC0-09+AC0-13,0.0227740289,183597.769966
2010+AC0-09+AC0-14,0.0251431131,202696.655707
2010+AC0-09+AC0-15,0.0247182036,199271.155955
2010+AC0-09+AC0-16,0.0259437775,209151.385173
2010+AC0-09+AC0-17,0.0259437775,209151.385173
2010+AC0-09+AC0-18,0.0278133504,224223.352345
2010+AC0-09+AC0-19,0.0400393815,322786.152259
2010+AC0-09+AC0-20,0.040448936,326087.864462
2010+AC0-09+AC0-21,0.0397976784,320837.610054
2010+AC0-09+AC0-22,0.0377966247,304705.682399
2010+AC0-09+AC0-23,0.0359831586,290086.032101
2010+AC0-09+AC0-24,0.0411601616,331821.563619
2010+AC0-09+AC0-25,0.0545566426,439820.19857
2010+AC0-09+AC0-26,0.0637640473,514047.687658
2010+AC0-09+AC0-27,0.0593285742,478290.159792
2010+AC0-09+AC0-28,0.0555526606,447849.813753
2010+AC0-09+AC0-29,0.0515905901,415908.72339
2010+AC0-09+AC0-30,0.0516157041,416111.185347
2010+AC0-10+AC0-01,0.0545892449,440083.029649
2010+AC0-10+AC0-02,0.0551124799,444301.20204
2010+AC0-10+AC0-03,0.0605878398,488442.002315
2010+AC0-10+AC0-04,0.0640501566,516354.21933
2010+AC0-10+AC0-05,0.0712892032,574713.363024
2010+AC0-10+AC0-06,0.0717737387,578619.551064
2010+AC0-10+AC0-07,0.0641557748,517205.683589
2010+AC0-10+AC0-08,0.0634893907,511833.483962
2010+AC0-10+AC0-09,0.0911919416,735163.602303
2010+AC0-10+AC0-10,0.1005589672,810677.909402
2010+AC0-10+AC0-11,0.1129204084,910332.346372
2010+AC0-10+AC0-12,0.1135404305,915330.788854
2010+AC0-10+AC0-13,0.0953781287,768911.456406
2010+AC0-10+AC0-14,0.0929074373,748993.442027
2010+AC0-10+AC0-15,0.0898552558,724387.61986
2010+AC0-10+AC0-16,0.0841639378,678505.826163
2010+AC0-10+AC0-17,0.0800285878,645167.805674
2010+AC0-10+AC0-18,0.0704159381,567673.347105
2010+AC0-10+AC0-19,0.0691658572,557595.5485
2010+AC0-10+AC0-20,0.069591871,561029.951001
2010+AC0-10+AC0-21,0.0754463161,608226.829132
2010+AC0-10+AC0-22,0.0937664813,755918.811584
2010+AC0-10+AC0-23,0.1268491457,1022621.88092
2010+AC0-10+AC0-24,0.1728437152,1393417.07204
2010+AC0-10+AC0-25,0.1968267211,1586761.27207
2010+AC0-10+AC0-26,0.1891049201,1524510.29944
2010+AC0-10+AC0-27,0.1850750898,1492022.94973
2010+AC0-10+AC0-28,0.1743053469,1405200.33239
2010+AC0-10+AC0-29,0.1640829015,1322789.87314
2010+AC0-10+AC0-30,0.1396123531,1125515.2439
2010+AC0-10+AC0-31,0.1322761215,1066372.62282
2010+AC0-11+AC0-01,0.1403677865,1131605.33374
2010+AC0-11+AC0-02,0.1570218203,1265865.43714
2010+AC0-11+AC0-03,0.1705221434,1374701.21776
2010+AC0-11+AC0-04,0.1577153486,1271456.46558
2010+AC0-11+AC0-05,0.1617833736,1304251.73124
2010+AC0-11+AC0-06,0.1569501418,1265287.58495
2010+AC0-11+AC0-07,0.136896533,1103621.07192
2010+AC0-11+AC0-08,0.1275559612,1028320.02711
2010+AC0-11+AC0-09,0.1252837086,1010001.77049
2010+AC0-11+AC0-10,0.1272968215,1026230.91674
2010+AC0-11+AC0-11,0.1249369575,1007206.36125
2010+AC0-11+AC0-12,0.116849798,942009.972408
2010+AC0-11+AC0-13,0.1172591373,945309.949748
2010+AC0-11+AC0-14,0.1127837371,909230.540835
2010+AC0-11+AC0-15,0.0981710545,791427.233289
2010+AC0-11+AC0-16,0.0988858645,797189.828847
2010+AC0-11+AC0-17,0.0948607479,764740.478936
2010+AC0-11+AC0-18,0.1035506353,834795.890037
2010+AC0-11+AC0-19,0.1105807146,891470.397527
2010+AC0-11+AC0-20,0.1655864375,1334910.95524
2010+AC0-11+AC0-21,0.1407173497,1134423.41338
2010+AC0-11+AC0-22,0.157363379,1268618.98676
2010+AC0-11+AC0-23,0.1561197784,1258593.43084
2010+AC0-11+AC0-24,0.1398484712,1127418.76074
2010+AC0-11+AC0-25,0.1375391129,1108801.36834
2010+AC0-11+AC0-26,0.1325207877,1068345.0524
2010+AC0-11+AC0-27,0.1323001973,1066566.71512
2010+AC0-11+AC0-28,0.1320792175,1064785.23875
2010+AC0-11+AC0-29,0.1310028517,1056107.88199
2010+AC0-11+AC0-30,0.1276348614,1028956.0985
2010+AC0-12+AC0-01,0.1168045547,941645.233566
2010+AC0-12+AC0-02,0.1167629836,941310.099373
2010+AC0-12+AC0-03,0.1469053465,1184309.29074
2010+AC0-12+AC0-04,0.1661816586,1339709.45855
2010+AC0-12+AC0-05,0.2036910124,1642099.2438
2010+AC0-12+AC0-06,0.2221214072,1790679.86612
2010+AC0-12+AC0-07,0.2118946622,1708234.74467
2010+AC0-12+AC0-08,0.1865362661,1503802.53869
2010+AC0-12+AC0-09,0.169551235,1366874.02885
2010+AC0-12+AC0-10,0.1697658329,1368604.05646
2010+AC0-12+AC0-11,0.1618133184,1304493.13763
2010+AC0-12+AC0-12,0.1596183014,1286797.53222
2010+AC0-12+AC0-13,0.1555335535,1253867.45158
2010+AC0-12+AC0-14,0.1547725427,1247732.39844
2010+AC0-12+AC0-15,0.1995957274,1609084.21638
2010+AC0-12+AC0-16,0.1786628931,1440329.63577
2010+AC0-12+AC0-17,0.1614802227,1301807.81396
2010+AC0-12+AC0-18,0.1642049586,1323773.86344
2010+AC0-12+AC0-19,0.1638755306,1321118.10838
2010+AC0-12+AC0-20,0.1679458916,1353932.20534
2010+AC0-12+AC0-21,0.1741080866,1403610.07575
2010+AC0-12+AC0-22,0.1718819978,1385663.97841
2010+AC0-12+AC0-23,0.211916141,1708407.90111
2010+AC0-12+AC0-24,0.3119410511,2514780.39344
2010+AC0-12+AC0-25,0.3059842402,2466758.27087
2010+AC0-12+AC0-26,0.2978389177,2401092.9885
2010+AC0-12+AC0-27,0.2797910839,2255596.464
2010+AC0-12+AC0-28,0.2758628008,2223927.7588
2010+AC0-12+AC0-29,0.2123809238,1712154.84796
2010+AC0-12+AC0-30,0.2021121564,1629370.95429
2010+AC0-12+AC0-31,0.1983509193,1599048.92646
2011+AC0-01+AC0-01,0.337839727,2723568.18189
2011+AC0-01+AC0-02,0.3578825146,2885147.45862
2011+AC0-01+AC0-03,0.3451262066,2782309.7165
2011+AC0-01+AC0-04,0.3287282779,2650114.26032
2011+AC0-01+AC0-05,0.2947040357,2375820.45743
2011+AC0-01+AC0-06,0.2746488004,2214140.83102
2011+AC0-01+AC0-07,0.2709603308,2184405.4342
2011+AC0-01+AC0-08,0.3077631622,2481099.43597
2011+AC0-01+AC0-09,0.3412287506,2750889.53007
2011+AC0-01+AC0-10,0.3351182142,2701628.11694
2011+AC0-01+AC0-11,0.3263613053,2631032.39783
2011+AC0-01+AC0-12,0.2976721334,2399748.42049
2011+AC0-01+AC0-13,0.3035862693,2447426.50872
2011+AC0-01+AC0-14,0.3278667178,2643168.60678
2011+AC0-01+AC0-15,0.3275632034,2640721.75989
2011+AC0-01+AC0-16,0.3400347494,2741263.83108
2011+AC0-01+AC0-17,0.3635982292,2931225.93063
2011+AC0-01+AC0-18,0.3578468152,2884859.65972
2011+AC0-01+AC0-19,0.3710822142,2991559.69796
2011+AC0-01+AC0-20,0.3614174652,2913645.22905
2011+AC0-01+AC0-21,0.3561969614,2871559.00604
2011+AC0-01+AC0-22,0.3469243246,2796805.63481
2011+AC0-01+AC0-23,0.3531306572,2846839.33012
2011+AC0-01+AC0-24,0.3476098795,2802332.38396
2011+AC0-01+AC0-25,0.3034382751,2446233.4212
2011+AC0-01+AC0-26,0.281340715,2268089.1516
2011+AC0-01+AC0-27,0.3018335729,2433296.76705
2011+AC0-01+AC0-28,0.2780245774,2241355.38929
2011+AC0-01+AC0-29,0.2623648037,2115110.72988
2011+AC0-01+AC0-30,0.283954336,2289159.42386
2011+AC0-01+AC0-31,0.2792267604,2251047.04851
2011+AC0-02+AC0-01,0.2882206447,2323553.19578
2011+AC0-02+AC0-02,0.2637843737,2126554.90047
2011+AC0-02+AC0-03,0.2501848647,2016919.51166
2011+AC0-02+AC0-04,0.2419903024,1950857.27116
2011+AC0-02+AC0-05,0.2533164379,2042165.36752
2011+AC0-02+AC0-06,0.2567018882,2069457.90881
2011+AC0-02+AC0-07,0.2659222915,2143790.18889
2011+AC0-02+AC0-08,0.3202657013,2581891.36473
2011+AC0-02+AC0-09,0.320076895,2580369.26179
2011+AC0-02+AC0-10,0.2827711958,2279621.28271
2011+AC0-02+AC0-11,0.287368535,2316683.72871
2011+AC0-02+AC0-12,0.2704049388,2179928.02097
2011+AC0-02+AC0-13,0.2601595411,2097332.52707
2011+AC0-02+AC0-14,0.2596471111,2093201.46146
2011+AC0-02+AC0-15,0.2570635798,2072373.76435
2011+AC0-02+AC0-16,0.3033295211,2445356.67749
2011+AC0-02+AC0-17,0.3123915746,2518412.38631
2011+AC0-02+AC0-18,0.4132243971,3331298.03863
2011+AC0-02+AC0-19,0.3922237944,3161997.12847
2011+AC0-02+AC0-20,0.3551236404,2862906.19597
2011+AC0-02+AC0-21,0.3480425547,2805820.4889
2011+AC0-02+AC0-22,0.3087742203,2489250.30028
2011+AC0-02+AC0-23,0.3065386428,2471227.70743
2011+AC0-02+AC0-24,0.3089221356,2490442.75108
2011+AC0-02+AC0-25,0.3087720383,2489232.70946
2011+AC0-02+AC0-26,0.3057664753,2465002.71182
2011+AC0-02+AC0-27,0.3118527125,2514068.23216
2011+AC0-02+AC0-28,0.3598158037,2900733.08722
2011+AC0-03+AC0-01,0.3152819465,2541713.74562
2011+AC0-03+AC0-02,0.2927601547,2360149.43971
2011+AC0-03+AC0-03,0.2944610451,2373861.53603
2011+AC0-03+AC0-04,0.2870186852,2313863.33911
2011+AC0-03+AC0-05,0.2715603223,2189242.39544
2011+AC0-03+AC0-06,0.2665943806,2149208.38049
2011+AC0-03+AC0-07,0.2576523071,2077119.91704
2011+AC0-03+AC0-08,0.2421380931,1952048.71832
2011+AC0-03+AC0-09,0.2226850587,1795223.86475
2011+AC0-03+AC0-10,0.2884692955,2325557.74838
2011+AC0-03+AC0-11,0.2594068958,2091264.91394
2011+AC0-03+AC0-12,0.2483148192,2001843.73399
2011+AC0-03+AC0-13,0.2837803191,2287756.54895
2011+AC0-03+AC0-14,0.2578682331,2078860.65141
2011+AC0-03+AC0-15,0.2902663442,2340045.0459
2011+AC0-03+AC0-16,0.2319936569,1870267.14722
2011+AC0-03+AC0-17,0.2193354972,1768220.64894
2011+AC0-03+AC0-18,0.2270728196,1830596.75029
2011+AC0-03+AC0-19,0.292675024,2359463.14018
2011+AC0-03+AC0-20,0.3159869471,2547397.26028
2011+AC0-03+AC0-21,0.3080366826,2483304.48025
2011+AC0-03+AC0-22,0.3073635677,2477878.01821
2011+AC0-03+AC0-23,0.2848812429,2296631.88468
2011+AC0-03+AC0-24,0.2530088221,2039685.45581
2011+AC0-03+AC0-25,0.2370827326,1911293.83348
2011+AC0-03+AC0-26,0.2197256086,1771365.61656
2011+AC0-03+AC0-27,0.2115406452,1705380.76053
2011+AC0-03+AC0-28,0.2082903367,1679177.69359
2011+AC0-03+AC0-29,0.213795225,1723556.54372
2011+AC0-03+AC0-30,0.203101014,1637342.84379
2011+AC0-03+AC0-31,0.2021794681,1629913.60199
2011+AC0-04+AC0-01,0.2287763427,1844330.07135
2011+AC0-04+AC0-02,0.2215895142,1786391.89546
2011+AC0-04+AC0-03,0.21554216,1737639.83907
2011+AC0-04+AC0-04,0.1915627933,1544324.97751
2011+AC0-04+AC0-05,0.1808951564,1458325.51061
2011+AC0-04+AC0-06,0.1951444876,1573199.58249
2011+AC0-04+AC0-07,0.2461545424,1984428.19448
2011+AC0-04+AC0-08,0.2208484084,1780417.31057
2011+AC0-04+AC0-09,0.20641501,1664059.34094
2011+AC0-04+AC0-10,0.1865145604,1503627.55317
2011+AC0-04+AC0-11,0.1806117089,1456040.43695
2011+AC0-04+AC0-12,0.1671551371,1347557.36669
2011+AC0-04+AC0-13,0.1579210979,1273115.1583
2011+AC0-04+AC0-14,0.163666007,1319428.98794
2011+AC0-04+AC0-15,0.1739459371,1402302.87248
2011+AC0-04+AC0-16,0.182730019,1473117.65319
2011+AC0-04+AC0-17,0.1458497281,1175799.1942
2011+AC0-04+AC0-18,0.1384294236,1115978.80125
2011+AC0-04+AC0-19,0.1337289788,1078085.14673
2011+AC0-04+AC0-20,0.1426083154,1149667.84314
2011+AC0-04+AC0-21,0.1349438598,1087879.17356
2011+AC0-04+AC0-22,0.1361844627,1097880.56243
2011+AC0-04+AC0-23,0.1546266024,1246555.86855
2011+AC0-04+AC0-24,0.1618253144,1304589.84596
2011+AC0-04+AC0-25,0.1588852117,1280887.57045
2011+AC0-04+AC0-26,0.1420870014,1145465.1579
2011+AC0-04+AC0-27,0.1338766761,1079275.8406
2011+AC0-04+AC0-28,0.1320885477,1064860.45596
2011+AC0-04+AC0-29,0.1148545457,925924.813185
2011+AC0-04+AC0-30,0.1131097084,911858.42911
2011+AC0-05+AC0-01,0.1207027451,973071.340195
2011+AC0-05+AC0-02,0.1793389691,1445779.96912
2011+AC0-05+AC0-03,0.1579955094,1273715.04303
2011+AC0-05+AC0-04,0.1263828286,1018862.56457
2011+AC0-05+AC0-05,0.1136001375,915812.130152
2011+AC0-05+AC0-06,0.107694519,868202.706187
2011+AC0-05+AC0-07,0.0928033305,748154.163232
2011+AC0-05+AC0-08,0.1227023657,989191.715289
2011+AC0-05+AC0-09,0.1442747608,1163102.25417
2011+AC0-05+AC0-10,0.1269503488,1023437.75171
2011+AC0-05+AC0-11,0.1018706111,821252.010687
2011+AC0-05+AC0-12,0.0980942649,790808.177159
2011+AC0-05+AC0-13,0.1064360964,858057.66023
2011+AC0-05+AC0-14,0.1172754683,945441.605952
2011+AC0-05+AC0-15,0.1412050746,1138355.31344
2011+AC0-05+AC0-16,0.1238881841,998751.447321
2011+AC0-05+AC0-17,0.1131400152,912102.754334
2011+AC0-05+AC0-18,0.0925990797,746507.550808
2011+AC0-05+AC0-19,0.0914311052,737091.671599
2011+AC0-05+AC0-20,0.0938536421,756621.477728
2011+AC0-05+AC0-21,0.0961429785,775077.459433
2011+AC0-05+AC0-22,0.1115412129,899213.663104
2011+AC0-05+AC0-23,0.1204950784,971397.190561
2011+AC0-05+AC0-24,0.1369076961,1103711.06568
2011+AC0-05+AC0-25,0.0984683255,793823.747989
2011+AC0-05+AC0-26,0.0909921853,733553.223066
2011+AC0-05+AC0-27,0.0851892015,686771.211665
2011+AC0-05+AC0-28,0.0832685424,671287.402378
2011+AC0-05+AC0-29,0.078866685,635800.874562
2011+AC0-05+AC0-30,0.0795093799,640982.09918
2011+AC0-05+AC0-31,0.1195163944,963507.317073
2011+AC0-06+AC0-01,0.0971115532,782885.833661
2011+AC0-06+AC0-02,0.0936212343,754747.871697
2011+AC0-06+AC0-03,0.1116569965,900147.077498
2011+AC0-06+AC0-04,0.1038728605,837393.578469
2011+AC0-06+AC0-05,0.097414955,785331.773146
2011+AC0-06+AC0-06,0.0806603277,650260.713864
2011+AC0-06+AC0-07,0.0827094867,666780.453621
2011+AC0-06+AC0-08,0.0900889906,726271.923763
2011+AC0-06+AC0-09,0.099681004,803600.018696
2011+AC0-06+AC0-10,0.0917750579,739864.520247
2011+AC0-06+AC0-11,0.0778225701,627383.515874
2011+AC0-06+AC0-12,0.0770880812,621462.274816
2011+AC0-06+AC0-13,0.0732958898,590890.701951
2011+AC0-06+AC0-14,0.0532577661,429349.024173
2011+AC0-06+AC0-15,0.0598526223,482514.886769
2011+AC0-06+AC0-16,0.0593956593,478830.980847
2011+AC0-06+AC0-17,0.0548914583,442519.388056
2011+AC0-06+AC0-18,0.0539809035,435178.753418
2011+AC0-06+AC0-19,0.056295121,453835.319554
2011+AC0-06+AC0-20,0.0567001196,457100.303654
2011+AC0-06+AC0-21,0.0552473111,445388.172475
2011+AC0-06+AC0-22,0.0452739188,364985.509145
2011+AC0-06+AC0-23,0.0437356906,352584.748762
2011+AC0-06+AC0-24,0.0442015503,356340.377632
2011+AC0-06+AC0-25,0.043611592,351584.301016
2011+AC0-06+AC0-26,0.0437029685,352320.952914
2011+AC0-06+AC0-27,0.0415682353,335111.33792
2011+AC0-06+AC0-28,0.0401548552,323717.067967
2011+AC0-06+AC0-29,0.0366367302,295354.941367
2011+AC0-06+AC0-30,0.0352659159,284303.824601
2011+AC0-07+AC0-01,0.0321719866,259361.442676
2011+AC0-07+AC0-02,0.033538494,270377.838413
2011+AC0-07+AC0-03,0.0330369768,266334.748525
2011+AC0-07+AC0-04,0.0334137933,269372.536362
2011+AC0-07+AC0-05,0.0324375426,261502.280144
2011+AC0-07+AC0-06,0.0276052621,222545.803764
2011+AC0-07+AC0-07,0.0271124037,218572.518831
2011+AC0-07+AC0-08,0.0270186873,217817.003514
2011+AC0-07+AC0-09,0.0298757322,240849.690155
2011+AC0-07+AC0-10,0.0297019313,239448.556763
2011+AC0-07+AC0-11,0.0315131038,254049.716339
2011+AC0-07+AC0-12,0.0312194081,251682.02482
2011+AC0-07+AC0-13,0.0269185811,217009.97618
2011+AC0-07+AC0-14,0.028469395,229512.197846
2011+AC0-07+AC0-15,0.025807288,208051.046008
2011+AC0-07+AC0-16,0.0260779778,210233.270406
2011+AC0-07+AC0-17,0.0260365153,209899.011307
2011+AC0-07+AC0-18,0.0259257631,209006.158575
2011+AC0-07+AC0-19,0.0258460974,208363.915693
2011+AC0-07+AC0-20,0.0229439478,184967.608008
2011+AC0-07+AC0-21,0.0227808567,183652.814145
2011+AC0-07+AC0-22,0.0227808567,183652.814145
2011+AC0-07+AC0-23,0.022696954,182976.414268
2011+AC0-07+AC0-24,0.022696954,182976.414268
2011+AC0-07+AC0-25,0.0192083446,154852.232898
2011+AC0-07+AC0-26,0.0189672647,152908.71515
2011+AC0-07+AC0-27,0.0188559021,152010.941685
2011+AC0-07+AC0-28,0.0188559021,152010.941685
2011+AC0-07+AC0-29,0.0187385669,151065.018086
2011+AC0-07+AC0-30,0.0187385669,151065.018086
2011+AC0-07+AC0-31,0.0143283456,115511.063325
2011+AC0-08+AC0-01,0.0143065964,115335.727831
2011+AC0-08+AC0-02,0.0142784058,115108.46325
2011+AC0-08+AC0-03,0.0144234496,116277.76471
2011+AC0-08+AC0-04,0.0147006639,118512.588275
2011+AC0-08+AC0-05,0.0155995871,125759.452545
2011+AC0-08+AC0-06,0.0157026432,126590.261286
2011+AC0-08+AC0-07,0.0150026874,120947.415737
2011+AC0-08+AC0-08,0.0144126734,116190.890755
2011+AC0-08+AC0-09,0.0135314452,109086.678232
2011+AC0-08+AC0-10,0.0148106679,119399.409691
2011+AC0-08+AC0-11,0.0144662295,116622.644805
2011+AC0-08+AC0-12,0.0174197663,140433.221475
2011+AC0-08+AC0-13,0.0170757985,137660.250865
2011+AC0-08+AC0-14,0.0157385345,126879.607179
2011+AC0-08+AC0-15,0.0157848527,127253.010866
2011+AC0-08+AC0-16,0.0157993126,127369.583037
2011+AC0-08+AC0-17,0.017777622,143318.152837
2011+AC0-08+AC0-18,0.017777622,143318.152837
2011+AC0-08+AC0-19,0.017777622,143318.152837
2011+AC0-08+AC0-20,0.0155167015,125091.252263
2011+AC0-08+AC0-21,0.0148042457,119347.635327
2011+AC0-08+AC0-22,0.0156855551,126452.502147
2011+AC0-08+AC0-23,0.0156855551,126452.502147
2011+AC0-08+AC0-24,0.0153569258,123803.185374
2011+AC0-08+AC0-25,0.014097976,113653.888705
2011+AC0-08+AC0-26,0.0135658096,109363.714073
2011+AC0-08+AC0-27,0.0140785572,113497.340043
2011+AC0-08+AC0-28,0.0145946405,117657.85735
2011+AC0-08+AC0-29,0.01427939,115116.397348
2011+AC0-08+AC0-30,0.0141219406,113847.084913
2011+AC0-08+AC0-31,0.0133332483,107488.870884
2011+AC0-09+AC0-01,0.0157764104,127184.952061
2011+AC0-09+AC0-02,0.0166804817,134473.318322
2011+AC0-09+AC0-03,0.0166804817,134473.318322
2011+AC0-09+AC0-04,0.0164930028,132961.917125
2011+AC0-09+AC0-05,0.0149657295,120649.472107
2011+AC0-09+AC0-06,0.0164447678,132573.05971
2011+AC0-09+AC0-07,0.0177931347,143443.212161
2011+AC0-09+AC0-08,0.015702428,126588.526491
2011+AC0-09+AC0-09,0.0153268253,123560.524049
2011+AC0-09+AC0-10,0.0180202011,145273.757203
2011+AC0-09+AC0-11,0.0215571452,173787.598584
2011+AC0-09+AC0-12,0.0206191421,166225.682991
2011+AC0-09+AC0-13,0.0325486066,262397.646687
2011+AC0-09+AC0-14,0.0211330005,170368.263866
2011+AC0-09+AC0-15,0.019612087,158107.089969
2011+AC0-09+AC0-16,0.0197705075,159384.231417
2011+AC0-09+AC0-17,0.0405932743,327251.478637
2011+AC0-09+AC0-18,0.0370252565,298487.130297
2011+AC0-09+AC0-19,0.0287702809,231937.855089
2011+AC0-09+AC0-20,0.0270818583,218326.270367
2011+AC0-09+AC0-21,0.025929581,209036.937157
2011+AC0-09+AC0-22,0.0329446239,265590.226055
2011+AC0-09+AC0-23,0.0294843095,237694.151543
2011+AC0-09+AC0-24,0.0291495465,234995.386628
2011+AC0-09+AC0-25,0.0287191218,231525.424553
2011+AC0-09+AC0-26,0.0283648449,228669.344604
2011+AC0-09+AC0-27,0.0308143997,248416.962015
2011+AC0-09+AC0-28,0.0773465249,623545.774196
2011+AC0-09+AC0-29,0.0562253475,453272.825441
2011+AC0-09+AC0-30,0.0496843155,400540.877946
2011+AC0-10+AC0-01,0.0708046787,570807.2638
2011+AC0-10+AC0-02,0.0792933887,639240.838683
2011+AC0-10+AC0-03,0.0861012742,694124.083822
2011+AC0-10+AC0-04,0.0843996623,680406.170523
2011+AC0-10+AC0-05,0.0633996097,511109.695065
2011+AC0-10+AC0-06,0.0608628918,490659.39342
2011+AC0-10+AC0-07,0.0555371787,447725.00307
2011+AC0-10+AC0-08,0.0714470528,575985.901825
2011+AC0-10+AC0-09,0.0789918132,636809.622346
2011+AC0-10+AC0-10,0.0745565938,601054.140159
2011+AC0-10+AC0-11,0.0716179323,577363.483815
2011+AC0-10+AC0-12,0.0651410271,525148.508642
2011+AC0-10+AC0-13,0.0638740451,514934.458926
2011+AC0-10+AC0-14,0.0683437844,550968.230545
2011+AC0-10+AC0-15,0.0652440119,525978.743133
2011+AC0-10+AC0-16,0.0884698498,713218.869139
2011+AC0-10+AC0-17,0.1175115958,947345.198894
2011+AC0-10+AC0-18,0.0883195421,712007.131149
2011+AC0-10+AC0-19,0.094899088,765049.56601
2011+AC0-10+AC0-20,0.0867790128,699587.81997
2011+AC0-10+AC0-21,0.0825523656,665513.787452
2011+AC0-10+AC0-22,0.1216785662,980938.134052
2011+AC0-10+AC0-23,0.1371595908,1105741.76865
2011+AC0-10+AC0-24,0.1439755155,1160689.82301
2011+AC0-10+AC0-25,0.1575180942,1269866.25684
2011+AC0-10+AC0-26,0.1489025578,1200410.24227
2011+AC0-10+AC0-27,0.163845565,1320876.53394
2011+AC0-10+AC0-28,0.1598616788,1288759.57192
2011+AC0-10+AC0-29,0.1501176014,1210205.57976
2011+AC0-10+AC0-30,0.1715112655,1382675.24011
2011+AC0-10+AC0-31,0.1621156274,1306930.26711
2011+AC0-11+AC0-01,0.1607103693,1295601.47395
2011+AC0-11+AC0-02,0.1630006762,1314065.28007
2011+AC0-11+AC0-03,0.1648847988,1329254.54208
2011+AC0-11+AC0-04,0.1698257494,1369087.08635
2011+AC0-11+AC0-05,0.165627179,1335239.40091
2011+AC0-11+AC0-06,0.1752887123,1413127.94627
2011+AC0-11+AC0-07,0.2011264808,1621424.71674
2011+AC0-11+AC0-08,0.2640287276,2128524.81267
2011+AC0-11+AC0-09,0.2534521308,2043259.28507
2011+AC0-11+AC0-10,0.2230421253,1798102.43493
2011+AC0-11+AC0-11,0.2145331663,1729505.61757
2011+AC0-11+AC0-12,0.231514904,1866407.57645
2011+AC0-11+AC0-13,0.2035649035,1641082.59008
2011+AC0-11+AC0-14,0.2090302615,1685142.75766
2011+AC0-11+AC0-15,0.2339309383,1885884.96126
2011+AC0-11+AC0-16,0.2147653656,1731377.54267
2011+AC0-11+AC0-17,0.2236686399,1803153.21802
2011+AC0-11+AC0-18,0.2340186975,1886592.4508
2011+AC0-11+AC0-19,0.2384821515,1922575.55279
2011+AC0-11+AC0-20,0.2203796333,1776638.17832
2011+AC0-11+AC0-21,0.1982085264,1597900.9953
2011+AC0-11+AC0-22,0.1891596612,1524951.6067
2011+AC0-11+AC0-23,0.1905024483,1535776.77601
2011+AC0-11+AC0-24,0.1893122326,1526181.59426
2011+AC0-11+AC0-25,0.1841327514,1484426.08435
2011+AC0-11+AC0-26,0.180101834,1451929.96998
2011+AC0-11+AC0-27,0.2208775215,1780652.01223
2011+AC0-11+AC0-28,0.2211578847,1782912.22133
2011+AC0-11+AC0-29,0.2110305772,1701268.7364
2011+AC0-11+AC0-30,0.1861863726,1500981.7963
2011+AC0-12+AC0-01,0.1834785375,1479151.99695
2011+AC0-12+AC0-02,0.1810890419,1459888.56043
2011+AC0-12+AC0-03,0.2009071045,1619656.16686
2011+AC0-12+AC0-04,0.2198680795,1772514.17669
2011+AC0-12+AC0-05,0.2353534834,1897353.11632
2011+AC0-12+AC0-06,0.248695058,2004909.11193
2011+AC0-12+AC0-07,0.2454490261,1978740.52196
2011+AC0-12+AC0-08,0.2424332338,1954428.05876
2011+AC0-12+AC0-09,0.2443435105,1969828.16854
2011+AC0-12+AC0-10,0.2427588069,1957052.73672
2011+AC0-12+AC0-11,0.247016933,1991380.5435
2011+AC0-12+AC0-12,0.2466671433,1988560.63784
2011+AC0-12+AC0-13,0.2496725562,2012789.42554
2011+AC0-12+AC0-14,0.2330940956,1879138.57176
2011+AC0-12+AC0-15,0.2405626438,1939347.89188
2011+AC0-12+AC0-16,0.2393564623,1929623.99834
2011+AC0-12+AC0-17,0.2431709875,1960375.62057
2011+AC0-12+AC0-18,0.2432000947,1960610.27463
2011+AC0-12+AC0-19,0.2411983836,1944473.04615
2011+AC0-12+AC0-20,0.2415186955,1947055.31037
2011+AC0-12+AC0-21,0.2592768998,2090216.92313
2011+AC0-12+AC0-22,0.2595859724,2092708.57877
2011+AC0-12+AC0-23,0.2494387846,2010904.82509
2011+AC0-12+AC0-24,0.2341093593,1887323.34017
2011+AC0-12+AC0-25,0.2258181309,1820481.80593
2011+AC0-12+AC0-26,0.220218035,1775335.41899
2011+AC0-12+AC0-27,0.2476882847,1996792.79081
2011+AC0-12+AC0-28,0.2520143242,2031668.09588
2011+AC0-12+AC0-29,0.2346030004,1891302.93494
2011+AC0-12+AC0-30,0.2292192022,1847900.27956
2011+AC0-12+AC0-31,0.2231382177,1798877.10454
2012+AC0-01+AC0-01,0.2262775506,1824185.51741
2012+AC0-01+AC0-02,0.3234812637,2607814.3179
2012+AC0-01+AC0-03,0.3421219433,2758090.19715
2012+AC0-01+AC0-04,0.3746868953,3020619.6155
2012+AC0-01+AC0-05,0.3791770607,3056818.05753
2012+AC0-01+AC0-06,0.3609183338,2909621.37311
2012+AC0-01+AC0-07,0.3446836852,2778742.23438
2012+AC0-01+AC0-08,0.3597190726,2899953.26893
